date,state,district,pincode,demo_age_5_17,demo_age_17_
31-10-2025,Uttarakhand,Almora,263656,0,7
31-10-2025,Uttarakhand,Almora,263678,0,4
31-10-2025,Uttarakhand,Bageshwar,263619,0,2
31-10-2025,Uttarakhand,Bageshwar,263628,1,5
31-10-2025,Uttarakhand,Bageshwar,263635,0,4
31-10-2025,Uttarakhand,Bageshwar,263640,0,2
31-10-2025,Uttarakhand,Chamoli,246440,0,3
31-10-2025,Uttarakhand,Chamoli,246446,0,1
31-10-2025,Uttarakhand,Chamoli,246455,2,5
31-10-2025,Uttarakhand,Chamoli,246473,0,1
31-10-2025,Uttarakhand,Chamoli,246474,1,2
31-10-2025,Uttarakhand,Chamoli,246482,0,3
31-10-2025,Uttarakhand,Chamoli,246487,0,1
31-10-2025,Uttarakhand,Champawat,262527,1,2
31-10-2025,Uttarakhand,Champawat,262580,0,8
31-10-2025,Uttarakhand,Dehradun,248121,0,7
31-10-2025,Uttarakhand,Dehradun,248165,0,3
31-10-2025,Uttarakhand,Dehradun,248195,0,1
31-10-2025,Uttarakhand,Dehradun,248196,1,5
31-10-2025,Uttarakhand,Dehradun,249205,0,9
31-10-2025,Uttarakhand,Garhwal,246149,0,4
31-10-2025,Uttarakhand,Hardwar,247664,0,2
31-10-2025,Uttarakhand,Hardwar,249407,0,1
31-10-2025,Uttarakhand,Haridwar,246763,0,9
31-10-2025,Uttarakhand,Haridwar,247656,2,30
31-10-2025,Uttarakhand,Haridwar,247667,7,84
31-10-2025,Uttarakhand,Haridwar,249401,1,19
31-10-2025,Uttarakhand,Nainital,263002,1,8
31-10-2025,Uttarakhand,Nainital,263128,0,1
31-10-2025,Uttarakhand,Nainital,263141,0,2
31-10-2025,Uttarakhand,Nainital,263158,1,5
31-10-2025,Uttarakhand,Pauri Garhwal,246128,0,1
31-10-2025,Uttarakhand,Pauri Garhwal,246174,1,4
31-10-2025,Uttarakhand,Pauri Garhwal,246194,0,4
31-10-2025,Uttarakhand,Pauri Garhwal,249302,1,1
31-10-2025,Uttarakhand,Pithoragarh,262502,0,1
31-10-2025,Uttarakhand,Pithoragarh,262534,0,1
31-10-2025,Uttarakhand,Pithoragarh,262544,0,2
31-10-2025,Uttarakhand,Pithoragarh,262576,0,4
31-10-2025,Uttarakhand,Rudraprayag,246419,0,2
31-10-2025,Uttarakhand,Tehri Garhwal,249126,0,1
31-10-2025,Uttarakhand,Tehri Garhwal,249131,1,9
31-10-2025,Uttarakhand,Tehri Garhwal,249146,4,14
31-10-2025,Uttarakhand,Tehri Garhwal,249175,0,11
31-10-2025,Uttarakhand,Tehri Garhwal,249199,1,2
31-10-2025,Uttarakhand,Udham Singh Nagar,244713,6,93
31-10-2025,Uttarakhand,Uttarkashi,249185,3,7
30-10-2025,Uttarakhand,Almora,263622,0,4
30-10-2025,Uttarakhand,Almora,263624,1,0
30-10-2025,Uttarakhand,Almora,263638,1,1
30-10-2025,Uttarakhand,Bageshwar,263619,0,1
30-10-2025,Uttarakhand,Bageshwar,263635,0,2
30-10-2025,Uttarakhand,Bageshwar,263642,0,12
30-10-2025,Uttarakhand,Chamoli,246428,4,5
30-10-2025,Uttarakhand,Chamoli,246435,0,2
30-10-2025,Uttarakhand,Chamoli,246455,0,5
30-10-2025,Uttarakhand,Chamoli,246486,1,2
30-10-2025,Uttarakhand,Champawat,262524,4,27
30-10-2025,Uttarakhand,Champawat,262525,1,4
30-10-2025,Uttarakhand,Dehradun,248006,0,2
30-10-2025,Uttarakhand,Dehradun,248008,1,25
30-10-2025,Uttarakhand,Dehradun,248011,0,2
30-10-2025,Uttarakhand,Dehradun,248012,0,1
30-10-2025,Uttarakhand,Dehradun,248124,0,4
30-10-2025,Uttarakhand,Dehradun,248140,1,18
30-10-2025,Uttarakhand,Dehradun,248158,0,1
30-10-2025,Uttarakhand,Dehradun,248165,0,3
30-10-2025,Uttarakhand,Dehradun,249201,2,10
30-10-2025,Uttarakhand,Dehradun,249202,1,7
30-10-2025,Uttarakhand,Garhwal,246123,1,1
30-10-2025,Uttarakhand,Hardwar,247667,0,4
30-10-2025,Uttarakhand,Hardwar,247668,0,1
30-10-2025,Uttarakhand,Hardwar,249401,0,1
30-10-2025,Uttarakhand,Haridwar,246763,0,5
30-10-2025,Uttarakhand,Haridwar,247661,0,30
30-10-2025,Uttarakhand,Haridwar,247662,0,12
30-10-2025,Uttarakhand,Haridwar,249402,1,26
30-10-2025,Uttarakhand,Haridwar,249403,1,13
30-10-2025,Uttarakhand,Haridwar,249404,0,18
30-10-2025,Uttarakhand,Nainital,263127,0,3
30-10-2025,Uttarakhand,Nainital,263134,3,9
30-10-2025,Uttarakhand,Nainital,263140,0,4
30-10-2025,Uttarakhand,Pauri Garhwal,246127,0,2
30-10-2025,Uttarakhand,Pauri Garhwal,246163,0,2
30-10-2025,Uttarakhand,Pauri Garhwal,246177,0,4
30-10-2025,Uttarakhand,Pithoragarh,262522,1,15
30-10-2025,Uttarakhand,Pithoragarh,262529,0,3
30-10-2025,Uttarakhand,Pithoragarh,262532,0,5
30-10-2025,Uttarakhand,Pithoragarh,262533,0,1
30-10-2025,Uttarakhand,Pithoragarh,262534,0,2
30-10-2025,Uttarakhand,Pithoragarh,262544,0,1
30-10-2025,Uttarakhand,Pithoragarh,262553,0,1
30-10-2025,Uttarakhand,Rudraprayag,246419,1,4
30-10-2025,Uttarakhand,Rudraprayag,246425,0,15
30-10-2025,Uttarakhand,Rudraprayag,246439,0,9
30-10-2025,Uttarakhand,Tehri Garhwal,249137,1,5
30-10-2025,Uttarakhand,Tehri Garhwal,249151,2,9
30-10-2025,Uttarakhand,Tehri Garhwal,249161,0,21
30-10-2025,Uttarakhand,Udham Singh Nagar,262311,1,14
30-10-2025,Uttarakhand,Udham Singh Nagar,262401,3,63
30-10-2025,Uttarakhand,Udham Singh Nagar,263148,6,76
30-10-2025,Uttarakhand,Udham Singh Nagar,263160,0,24
30-10-2025,Uttarakhand,Uttarkashi,249141,0,6
30-10-2025,Uttarakhand,Uttarkashi,249165,1,3
30-10-2025,Uttarakhand,Uttarkashi,249196,1,6
22-11-2025,Uttarakhand,Almora,263624,1,2
22-11-2025,Uttarakhand,Almora,263628,0,1
22-11-2025,Uttarakhand,Almora,263629,0,2
22-11-2025,Uttarakhand,Almora,263639,1,0
22-11-2025,Uttarakhand,Bageshwar,263641,0,5
22-11-2025,Uttarakhand,Chamoli,246428,0,5
22-11-2025,Uttarakhand,Chamoli,246473,0,2
22-11-2025,Uttarakhand,Champawat,262309,4,8
22-11-2025,Uttarakhand,Champawat,262524,1,12
22-11-2025,Uttarakhand,Champawat,262525,0,3
22-11-2025,Uttarakhand,Champawat,262528,1,5
22-11-2025,Uttarakhand,Dehradun,248006,0,1
22-11-2025,Uttarakhand,Dehradun,248125,0,5
22-11-2025,Uttarakhand,Dehradun,248143,1,0
22-11-2025,Uttarakhand,Dehradun,248165,0,2
22-11-2025,Uttarakhand,Dehradun,248199,0,3
22-11-2025,Uttarakhand,Dehradun,249204,3,18
22-11-2025,Uttarakhand,Dehradun,249205,2,8
22-11-2025,Uttarakhand,Hardwar,247666,0,1
22-11-2025,Uttarakhand,Hardwar,249407,0,1
22-11-2025,Uttarakhand,Haridwar,247662,1,4
22-11-2025,Uttarakhand,Haridwar,247664,0,5
22-11-2025,Uttarakhand,Haridwar,247666,2,13
22-11-2025,Uttarakhand,Haridwar,247667,8,57
22-11-2025,Uttarakhand,Haridwar,247668,1,7
22-11-2025,Uttarakhand,Haridwar,249402,2,25
22-11-2025,Uttarakhand,Haridwar,249407,4,12
22-11-2025,Uttarakhand,Haridwar,249408,4,23
22-11-2025,Uttarakhand,Nainital,244715,0,17
22-11-2025,Uttarakhand,Nainital,263139,11,69
22-11-2025,Uttarakhand,Pauri Garhwal,246149,4,28
22-11-2025,Uttarakhand,Pauri Garhwal,246174,0,6
22-11-2025,Uttarakhand,Pauri Garhwal,246176,0,2
22-11-2025,Uttarakhand,Pauri Garhwal,246277,0,3
22-11-2025,Uttarakhand,Pithoragarh,262554,0,1
22-11-2025,Uttarakhand,Rudraprayag,246419,0,3
22-11-2025,Uttarakhand,Rudraprayag,246475,0,2
22-11-2025,Uttarakhand,Tehri Garhwal,249001,0,2
22-11-2025,Uttarakhand,Tehri Garhwal,249122,1,5
22-11-2025,Uttarakhand,Tehri Garhwal,249123,0,4
22-11-2025,Uttarakhand,Tehri Garhwal,249125,0,3
22-11-2025,Uttarakhand,Tehri Garhwal,249155,5,8
22-11-2025,Uttarakhand,Tehri Garhwal,249161,0,3
22-11-2025,Uttarakhand,Tehri Garhwal,249175,0,3
22-11-2025,Uttarakhand,Tehri Garhwal,249186,0,4
22-11-2025,Uttarakhand,Udham Singh Nagar,262308,4,27
22-11-2025,Uttarakhand,Udham Singh Nagar,263148,6,44
22-11-2025,Uttarakhand,Udham Singh Nagar,263151,0,4
22-11-2025,Uttarakhand,Uttarkashi,249135,1,2
23-11-2025,Uttarakhand,Almora,263621,0,1
23-11-2025,Uttarakhand,Almora,263645,1,5
23-11-2025,Uttarakhand,Almora,263658,0,1
23-11-2025,Uttarakhand,Almora,263659,0,2
23-11-2025,Uttarakhand,Chamoli,246428,0,1
23-11-2025,Uttarakhand,Chamoli,246435,1,9
23-11-2025,Uttarakhand,Chamoli,246449,0,3
23-11-2025,Uttarakhand,Dehradun,248006,0,4
23-11-2025,Uttarakhand,Dehradun,248140,0,3
23-11-2025,Uttarakhand,Dehradun,248142,3,6
23-11-2025,Uttarakhand,Dehradun,248146,0,3
23-11-2025,Uttarakhand,Dehradun,248158,0,1
23-11-2025,Uttarakhand,Dehradun,248198,0,4
23-11-2025,Uttarakhand,Hardwar,247670,0,1
23-11-2025,Uttarakhand,Haridwar,247668,0,3
23-11-2025,Uttarakhand,Haridwar,247670,0,2
23-11-2025,Uttarakhand,Nainital,244715,2,10
23-11-2025,Uttarakhand,Pithoragarh,262522,0,3
23-11-2025,Uttarakhand,Pithoragarh,262543,0,2
23-11-2025,Uttarakhand,Rudraprayag,246471,0,6
23-11-2025,Uttarakhand,Rudraprayag,246495,0,1
23-11-2025,Uttarakhand,Tehri Garhwal,249181,0,1
23-11-2025,Uttarakhand,Udham Singh Nagar,244712,0,10
23-11-2025,Uttarakhand,Udham Singh Nagar,262405,3,10
23-11-2025,Uttarakhand,Udham Singh Nagar,263153,1,47
17-11-2025,Uttarakhand,Pauri Garhwal,246146,0,3
17-11-2025,Uttarakhand,Pauri Garhwal,246162,0,1
17-11-2025,Uttarakhand,Pithoragarh,262521,1,3
17-11-2025,Uttarakhand,Pithoragarh,262522,0,27
17-11-2025,Uttarakhand,Pithoragarh,262551,4,8
17-11-2025,Uttarakhand,Pithoragarh,262554,0,2
17-11-2025,Uttarakhand,Tehri Garhwal,249122,1,11
17-11-2025,Uttarakhand,Tehri Garhwal,249125,0,4
17-11-2025,Uttarakhand,Tehri Garhwal,249132,1,7
17-11-2025,Uttarakhand,Tehri Garhwal,249192,1,12
17-11-2025,Uttarakhand,Udham Singh Nagar,262308,4,68
17-11-2025,Uttarakhand,Udham Singh Nagar,263146,0,1
17-11-2025,Uttarakhand,Udham Singh Nagar,263160,3,9
17-11-2025,Uttarakhand,Uttarkashi,249165,2,6
15-11-2025,Uttarakhand,Almora,263624,0,4
15-11-2025,Uttarakhand,Almora,263638,0,2
15-11-2025,Uttarakhand,Almora,263646,0,3
15-11-2025,Uttarakhand,Almora,263676,0,5
15-11-2025,Uttarakhand,Bageshwar,263641,0,7
15-11-2025,Uttarakhand,Bageshwar,263679,0,3
15-11-2025,Uttarakhand,Chamoli,246427,2,5
15-11-2025,Uttarakhand,Chamoli,246428,0,2
15-11-2025,Uttarakhand,Chamoli,246474,0,1
15-11-2025,Uttarakhand,Champawat,262580,0,5
15-11-2025,Uttarakhand,Dehradun,248007,3,32
15-11-2025,Uttarakhand,Dehradun,248125,0,10
15-11-2025,Uttarakhand,Dehradun,248142,0,19
15-11-2025,Uttarakhand,Dehradun,248143,0,1
15-11-2025,Uttarakhand,Dehradun,248144,0,1
15-11-2025,Uttarakhand,Dehradun,248158,0,1
15-11-2025,Uttarakhand,Dehradun,248197,4,34
15-11-2025,Uttarakhand,Dehradun,248198,6,11
15-11-2025,Uttarakhand,Garhwal,246149,0,2
15-11-2025,Uttarakhand,Hardwar,249410,0,1
15-11-2025,Uttarakhand,Haridwar,247656,4,38
15-11-2025,Uttarakhand,Haridwar,247661,2,43
15-11-2025,Uttarakhand,Haridwar,247666,2,26
15-11-2025,Uttarakhand,Haridwar,247671,3,14
15-11-2025,Uttarakhand,Haridwar,249403,2,3
15-11-2025,Uttarakhand,Haridwar,249408,0,25
15-11-2025,Uttarakhand,Nainital,244716,1,0
15-11-2025,Uttarakhand,Nainital,263002,0,4
15-11-2025,Uttarakhand,Nainital,263140,0,9
15-11-2025,Uttarakhand,Pauri Garhwal,246123,0,2
15-11-2025,Uttarakhand,Pauri Garhwal,246130,0,2
15-11-2025,Uttarakhand,Pauri Garhwal,246142,0,2
15-11-2025,Uttarakhand,Pauri Garhwal,246155,1,7
15-11-2025,Uttarakhand,Pauri Garhwal,246167,0,3
15-11-2025,Uttarakhand,Pauri Garhwal,246179,1,3
15-11-2025,Uttarakhand,Pauri Garhwal,246276,1,2
15-11-2025,Uttarakhand,Pauri Garhwal,246277,0,1
15-11-2025,Uttarakhand,Pauri Garhwal,246279,1,1
15-11-2025,Uttarakhand,Pithoragarh,262530,0,2
15-11-2025,Uttarakhand,Rudraprayag,246141,0,3
15-11-2025,Uttarakhand,Rudraprayag,246171,1,2
15-11-2025,Uttarakhand,Rudraprayag,246421,0,7
15-11-2025,Uttarakhand,Rudraprayag,246425,1,9
15-11-2025,Uttarakhand,Rudraprayag,246448,1,1
15-11-2025,Uttarakhand,Tehri Garhwal,249121,0,6
15-11-2025,Uttarakhand,Udham Singh Nagar,244713,8,72
15-11-2025,Uttarakhand,Udham Singh Nagar,244716,1,2
15-11-2025,Uttarakhand,Udham Singh Nagar,262405,2,35
15-11-2025,Uttarakhand,Uttarkashi,249194,0,2
20-11-2025,Uttarakhand,Almora,263637,2,20
20-11-2025,Uttarakhand,Almora,263638,1,5
20-11-2025,Uttarakhand,Almora,263645,1,5
20-11-2025,Uttarakhand,Almora,263651,0,1
20-11-2025,Uttarakhand,Bageshwar,263620,0,1
20-11-2025,Uttarakhand,Bageshwar,263631,0,3
20-11-2025,Uttarakhand,Chamoli,246431,0,1
20-11-2025,Uttarakhand,Chamoli,246449,0,2
20-11-2025,Uttarakhand,Chamoli,246487,0,3
20-11-2025,Uttarakhand,Champawat,262310,0,7
20-11-2025,Uttarakhand,Dehradun,248001,7,149
20-11-2025,Uttarakhand,Dehradun,248013,0,4
20-11-2025,Uttarakhand,Dehradun,248123,0,8
20-11-2025,Uttarakhand,Dehradun,248125,0,4
20-11-2025,Uttarakhand,Dehradun,248140,1,25
20-11-2025,Uttarakhand,Dehradun,248144,0,1
20-11-2025,Uttarakhand,Dehradun,248145,0,1
20-11-2025,Uttarakhand,Dehradun,248171,0,21
20-11-2025,Uttarakhand,Dehradun,248198,1,14
20-11-2025,Uttarakhand,Hardwar,247670,0,5
20-11-2025,Uttarakhand,Hardwar,249402,0,1
20-11-2025,Uttarakhand,Haridwar,247661,1,41
20-11-2025,Uttarakhand,Haridwar,247662,1,12
20-11-2025,Uttarakhand,Haridwar,247663,7,41
20-11-2025,Uttarakhand,Haridwar,247665,0,9
20-11-2025,Uttarakhand,Haridwar,247667,5,91
20-11-2025,Uttarakhand,Haridwar,247671,0,8
20-11-2025,Uttarakhand,Haridwar,249403,0,9
20-11-2025,Uttarakhand,Haridwar,249407,2,45
20-11-2025,Uttarakhand,Nainital,244715,4,21
20-11-2025,Uttarakhand,Nainital,262402,2,11
20-11-2025,Uttarakhand,Nainital,263158,1,2
20-11-2025,Uttarakhand,Pauri Garhwal,246123,0,9
20-11-2025,Uttarakhand,Pauri Garhwal,246149,5,25
20-11-2025,Uttarakhand,Pauri Garhwal,246169,1,5
20-11-2025,Uttarakhand,Pauri Garhwal,246173,0,11
20-11-2025,Uttarakhand,Pauri Garhwal,246285,0,4
20-11-2025,Uttarakhand,Pauri Garhwal,249302,0,1
20-11-2025,Uttarakhand,Pithoragarh,262502,1,1
20-11-2025,Uttarakhand,Pithoragarh,262521,0,4
20-11-2025,Uttarakhand,Pithoragarh,262529,0,1
20-11-2025,Uttarakhand,Pithoragarh,262530,0,4
20-11-2025,Uttarakhand,Pithoragarh,262533,0,2
20-11-2025,Uttarakhand,Pithoragarh,262545,0,5
20-11-2025,Uttarakhand,Pithoragarh,262551,2,10
20-11-2025,Uttarakhand,Pithoragarh,262553,2,24
20-11-2025,Uttarakhand,Rudraprayag,246421,0,9
20-11-2025,Uttarakhand,Rudraprayag,246425,0,15
20-11-2025,Uttarakhand,Rudraprayag,246439,0,1
20-11-2025,Uttarakhand,Rudraprayag,246471,0,2
20-11-2025,Uttarakhand,Tehri Garhwal,249121,1,4
20-11-2025,Uttarakhand,Tehri Garhwal,249131,0,6
20-11-2025,Uttarakhand,Tehri Garhwal,249137,2,7
20-11-2025,Uttarakhand,Tehri Garhwal,249145,0,16
20-11-2025,Uttarakhand,Tehri Garhwal,249151,0,1
20-11-2025,Uttarakhand,Tehri Garhwal,249192,2,5
20-11-2025,Uttarakhand,Udham Singh Nagar,244713,3,69
20-11-2025,Uttarakhand,Udham Singh Nagar,262401,0,53
20-11-2025,Uttarakhand,Udham Singh Nagar,263151,0,10
20-11-2025,Uttarakhand,Udham Singh Nagar,263152,0,19
20-11-2025,Uttarakhand,Udham Singh Nagar,263160,3,20
20-11-2025,Uttarakhand,Uttarkashi,249165,1,6
01-11-2025,Uttarakhand,Almora,263659,0,2
01-11-2025,Uttarakhand,Almora,263667,0,2
01-11-2025,Uttarakhand,Bageshwar,263635,0,2
01-11-2025,Uttarakhand,Bageshwar,263639,0,1
01-11-2025,Uttarakhand,Bageshwar,263642,1,9
01-11-2025,Uttarakhand,Chamoli,246446,2,0
01-11-2025,Uttarakhand,Chamoli,246481,0,1
01-11-2025,Uttarakhand,Dehradun,248006,0,4
01-11-2025,Uttarakhand,Dehradun,248013,0,1
01-11-2025,Uttarakhand,Dehradun,248124,0,1
01-11-2025,Uttarakhand,Dehradun,248141,0,2
01-11-2025,Uttarakhand,Dehradun,248165,0,1
01-11-2025,Uttarakhand,Dehradun,248179,0,1
01-11-2025,Uttarakhand,Dehradun,249205,0,4
01-11-2025,Uttarakhand,Hardwar,247667,0,1
01-11-2025,Uttarakhand,Haridwar,246763,0,3
01-11-2025,Uttarakhand,Haridwar,249401,0,10
01-11-2025,Uttarakhand,Haridwar,249403,2,11
01-11-2025,Uttarakhand,Nainital,244716,0,2
01-11-2025,Uttarakhand,Nainital,263002,0,4
01-11-2025,Uttarakhand,Nainital,263132,0,5
01-11-2025,Uttarakhand,Nainital,263136,0,1
01-11-2025,Uttarakhand,Pauri Garhwal,246130,0,2
01-11-2025,Uttarakhand,Pauri Garhwal,246176,0,2
01-11-2025,Uttarakhand,Pauri Garhwal,246285,0,3
01-11-2025,Uttarakhand,Pithoragarh,262520,0,1
01-11-2025,Uttarakhand,Pithoragarh,262530,0,4
01-11-2025,Uttarakhand,Pithoragarh,262534,0,1
01-11-2025,Uttarakhand,Pithoragarh,262542,1,0
01-11-2025,Uttarakhand,Pithoragarh,262545,2,9
01-11-2025,Uttarakhand,Pithoragarh,262553,0,37
01-11-2025,Uttarakhand,Pithoragarh,262555,0,2
01-11-2025,Uttarakhand,Rudraprayag,246471,0,1
01-11-2025,Uttarakhand,Udham Singh Nagar,244717,0,2
01-11-2025,Uttarakhand,Udham Singh Nagar,262311,1,7
01-11-2025,Uttarakhand,Udham Singh Nagar,263152,5,11
01-11-2025,Uttarakhand,Uttarkashi,249135,1,2
01-11-2025,Uttarakhand,Uttarkashi,249196,2,4
29-10-2025,Uttarakhand,Almora,263601,2,25
29-10-2025,Uttarakhand,Almora,263623,2,7
29-10-2025,Uttarakhand,Almora,263624,2,7
29-10-2025,Uttarakhand,Almora,263637,0,9
29-10-2025,Uttarakhand,Almora,263643,0,5
29-10-2025,Uttarakhand,Almora,263645,1,18
29-10-2025,Uttarakhand,Almora,263646,0,5
29-10-2025,Uttarakhand,Almora,263655,0,3
29-10-2025,Uttarakhand,Bageshwar,263619,0,2
29-10-2025,Uttarakhand,Bageshwar,263635,1,7
29-10-2025,Uttarakhand,Bageshwar,263640,0,1
29-10-2025,Uttarakhand,Bageshwar,263679,0,8
29-10-2025,Uttarakhand,Chamoli,246426,0,2
29-10-2025,Uttarakhand,Chamoli,246472,0,3
29-10-2025,Uttarakhand,Chamoli,246482,0,4
29-10-2025,Uttarakhand,Chamoli,246486,0,3
29-10-2025,Uttarakhand,Chamoli,246487,0,1
29-10-2025,Uttarakhand,Champawat,262525,0,9
29-10-2025,Uttarakhand,Dehradun,248122,0,1
29-10-2025,Uttarakhand,Dehradun,248123,1,14
29-10-2025,Uttarakhand,Dehradun,248159,1,2
29-10-2025,Uttarakhand,Hardwar,247661,0,1
29-10-2025,Uttarakhand,Haridwar,247663,6,59
29-10-2025,Uttarakhand,Haridwar,247666,2,15
29-10-2025,Uttarakhand,Haridwar,247671,1,23
29-10-2025,Uttarakhand,Haridwar,249401,0,21
29-10-2025,Uttarakhand,Haridwar,249410,0,6
29-10-2025,Uttarakhand,Nainital,244713,0,6
29-10-2025,Uttarakhand,Nainital,262402,0,20
29-10-2025,Uttarakhand,Nainital,263001,1,1
29-10-2025,Uttarakhand,Nainital,263134,1,5
29-10-2025,Uttarakhand,Nainital,263140,0,9
29-10-2025,Uttarakhand,Pauri Garhwal,246001,0,4
29-10-2025,Uttarakhand,Pauri Garhwal,246144,0,4
29-10-2025,Uttarakhand,Pauri Garhwal,246169,0,6
29-10-2025,Uttarakhand,Pauri Garhwal,246174,0,7
29-10-2025,Uttarakhand,Pauri Garhwal,246276,0,3
29-10-2025,Uttarakhand,Pauri Garhwal,246277,0,3
29-10-2025,Uttarakhand,Pauri Garhwal,246279,0,1
29-10-2025,Uttarakhand,Pithoragarh,262501,2,19
29-10-2025,Uttarakhand,Pithoragarh,262522,0,17
29-10-2025,Uttarakhand,Pithoragarh,262529,0,3
29-10-2025,Uttarakhand,Pithoragarh,262530,1,4
29-10-2025,Uttarakhand,Pithoragarh,262532,2,8
29-10-2025,Uttarakhand,Pithoragarh,262545,3,12
29-10-2025,Uttarakhand,Rudraprayag,246425,0,7
29-10-2025,Uttarakhand,Rudraprayag,246475,0,4
29-10-2025,Uttarakhand,Tehri Garhwal,249121,0,4
29-10-2025,Uttarakhand,Tehri Garhwal,249132,0,3
29-10-2025,Uttarakhand,Tehri Garhwal,249165,0,26
29-10-2025,Uttarakhand,Udham Singh Nagar,262311,0,14
29-10-2025,Uttarakhand,Udham Singh Nagar,263148,2,65
29-10-2025,Uttarakhand,Udham Singh Nagar,263152,1,24
29-10-2025,Uttarakhand,Udham Singh Nagar,263160,1,26
29-10-2025,Uttarakhand,Uttarkashi,249196,0,7
24-11-2025,Uttarakhand,Almora,263629,0,3
24-11-2025,Uttarakhand,Almora,263646,0,3
24-11-2025,Uttarakhand,Almora,263652,0,1
24-11-2025,Uttarakhand,Almora,263655,0,1
24-11-2025,Uttarakhand,Almora,263664,0,1
24-11-2025,Uttarakhand,Bageshwar,263631,0,3
24-11-2025,Uttarakhand,Bageshwar,263635,1,2
24-11-2025,Uttarakhand,Chamoli,246429,0,1
24-11-2025,Uttarakhand,Chamoli,246435,2,14
24-11-2025,Uttarakhand,Chamoli,246440,0,2
24-11-2025,Uttarakhand,Chamoli,246483,0,1
24-11-2025,Uttarakhand,Dehradun,248005,2,10
24-11-2025,Uttarakhand,Dehradun,248011,1,2
24-11-2025,Uttarakhand,Dehradun,248013,0,3
24-11-2025,Uttarakhand,Dehradun,248123,0,4
24-11-2025,Uttarakhand,Dehradun,248125,0,4
24-11-2025,Uttarakhand,Dehradun,248141,0,1
24-11-2025,Uttarakhand,Dehradun,248142,1,11
24-11-2025,Uttarakhand,Dehradun,248145,0,6
24-11-2025,Uttarakhand,Dehradun,248146,0,2
24-11-2025,Uttarakhand,Dehradun,248165,1,3
24-11-2025,Uttarakhand,Dehradun,249204,5,22
24-11-2025,Uttarakhand,Haridwar,247656,0,17
24-11-2025,Uttarakhand,Haridwar,247663,10,35
24-11-2025,Uttarakhand,Haridwar,247670,0,10
24-11-2025,Uttarakhand,Haridwar,247671,2,10
24-11-2025,Uttarakhand,Haridwar,249410,0,1
24-11-2025,Uttarakhand,Nainital,263126,3,16
24-11-2025,Uttarakhand,Nainital,263128,0,2
24-11-2025,Uttarakhand,Nainital,263132,4,10
24-11-2025,Uttarakhand,Nainital,263134,0,1
24-11-2025,Uttarakhand,Nainital,263157,0,1
24-11-2025,Uttarakhand,Nainital,263158,1,1
24-11-2025,Uttarakhand,Pauri Garhwal,246129,0,3
24-11-2025,Uttarakhand,Pauri Garhwal,246144,1,5
24-11-2025,Uttarakhand,Pauri Garhwal,246148,0,1
24-11-2025,Uttarakhand,Pauri Garhwal,246164,0,1
24-11-2025,Uttarakhand,Pauri Garhwal,246177,1,1
24-11-2025,Uttarakhand,Pauri Garhwal,246279,1,0
24-11-2025,Uttarakhand,Pithoragarh,262526,0,1
24-11-2025,Uttarakhand,Pithoragarh,262530,0,1
24-11-2025,Uttarakhand,Pithoragarh,262542,0,1
24-11-2025,Uttarakhand,Pithoragarh,262543,1,2
24-11-2025,Uttarakhand,Pithoragarh,262545,0,4
24-11-2025,Uttarakhand,Pithoragarh,262553,0,1
24-11-2025,Uttarakhand,Pithoragarh,262554,0,3
24-11-2025,Uttarakhand,Rudraprayag,246475,1,6
24-11-2025,Uttarakhand,Tehri Garhwal,249121,0,4
24-11-2025,Uttarakhand,Tehri Garhwal,249145,1,3
24-11-2025,Uttarakhand,Tehri Garhwal,249192,2,10
24-11-2025,Uttarakhand,Udham Singh Nagar,263153,4,49
24-11-2025,Uttarakhand,Udham Singh Nagar,263160,3,6
24-11-2025,Uttarakhand,Uttarkashi,249141,0,7
24-11-2025,Uttarakhand,Uttarkashi,249152,1,6
24-11-2025,Uttarakhand,Uttarkashi,249193,0,4
24-11-2025,Uttarakhand,Uttarkashi,249196,0,7
25-11-2025,Uttarakhand,Almora,263637,0,9
25-11-2025,Uttarakhand,Almora,263652,0,1
25-11-2025,Uttarakhand,Almora,263656,2,8
25-11-2025,Uttarakhand,Almora,263678,0,2
25-11-2025,Uttarakhand,Chamoli,246482,0,1
25-11-2025,Uttarakhand,Champawat,262524,1,4
25-11-2025,Uttarakhand,Champawat,262580,0,1
25-11-2025,Uttarakhand,Dehradun,248007,2,26
25-11-2025,Uttarakhand,Dehradun,248123,1,3
25-11-2025,Uttarakhand,Dehradun,249201,1,12
25-11-2025,Uttarakhand,Dehradun,249202,0,8
25-11-2025,Uttarakhand,Dehradun,249203,0,1
25-11-2025,Uttarakhand,Hardwar,249404,0,1
25-11-2025,Uttarakhand,Haridwar,247661,2,44
25-11-2025,Uttarakhand,Haridwar,247665,1,16
25-11-2025,Uttarakhand,Haridwar,247667,4,97
25-11-2025,Uttarakhand,Haridwar,249404,0,13
25-11-2025,Uttarakhand,Nainital,263001,0,5
25-11-2025,Uttarakhand,Nainital,263126,2,8
25-11-2025,Uttarakhand,Nainital,263132,0,5
25-11-2025,Uttarakhand,Nainital,263134,0,1
25-11-2025,Uttarakhand,Pauri Garhwal,246113,0,1
25-11-2025,Uttarakhand,Pauri Garhwal,246155,0,3
25-11-2025,Uttarakhand,Pauri Garhwal,246174,0,3
25-11-2025,Uttarakhand,Pauri Garhwal,246179,1,2
25-11-2025,Uttarakhand,Pauri Garhwal,246279,0,1
